,,Sri Lanka, 829 , 868 ,,,, 526 , 358 , 202 , 180 , 222 , 195 ,,, 4.31 , 4.48 ,,,, 2.64 , 1.78 , 1.00 , 0.89 , 1.09 , 0.95 ,,
,Western Asia,Armenia,, 23 , 22 , 26 , 26 , 27 , 34 , 39 , 34 , 38 , 49 , 44 , 58 ,, 0.76 , 0.73 , 0.87 , 0.87 , 0.91 , 1.15 , 1.32 , 1.15 , 1.28 , 1.64 , 1.46 , 1.92 
,,Azerbaijan, 28 , 23 , 29 , 21 , 19 , 20 , 9 , 3 , -   , 1 , 9 , 4 ,, 0.33 , 0.27 , 0.34 , 0.24 , 0.22 , 0.23 , 0.10 , 0.03 , -   , 0.01 , 0.09 , 0.04 ,
,,Bahrain, 5 , 18 , 12 , 21 , -   ,,,,,,,,, 0.66 , 2.23 , 1.38 , 2.23 , -   ,,,,,,,,
,,Cyprus, 20 , 15 , 16 , 15 , 10 , 12 , 26 , 27 , 25 , 30 , 19 , 21 , 24 , 2.00 , 1.48 , 1.55 , 1.43 , 0.94 , 1.11 , 2.38 , 2.45 , 2.24 , 2.66 , 1.66 , 1.82 , 2.06 
,,Georgia, 94 ,, 88 , 34 , 11 , 5 , 9 , 4 ,,,,,, 2.05 ,, 1.97 , 0.77 , 0.25 , 0.12 , 0.21 , 0.09 ,,,,,
,,Iraq (Central Iraq),,,,,," 1,433 "," 1,657 "," 1,389 "," 1,020 ", 820 , 783 ," 1,119 ",,,,,,, 5.77 , 6.49 , 5.28 , 3.76 , 2.92 , 2.70 , 3.72 ,
,,Israel,, 397 , 418 , 383 , 337 , 340 ,, 267 , 265 ,,,,,, 6.14 , 6.33 , 5.67 , 4.87 , 4.79 ,, 3.60 , 3.50 ,,,,
,,Jordan,,, 28 , 34 ,,,,,,,,,,,, 0.53 , 0.61 ,,,,,,,,,
,,Kuwait,, 285 , 280 , 278 , 329 , 327 , 358 ,,,,,,,, 13.16 , 12.37 , 11.63 , 12.96 , 12.09 , 12.43 ,,,,,,
,,Lebanon,,,,,, 899 , 573 , 559 , 653 , 910 ," 1,214 "," 1,031 ", 991 ,,,,,, 21.88 , 13.70 , 12.89 , 14.22 , 18.48 , 22.96 , 18.37 , 16.94 
,,Oman,,,,, 13 , 9 ,,,,,,,,,,,, 0.50 , 0.34 ,,,,,,,
,,Qatar, 7 , 6 ,,,,,,,,,,,, 1.05 , 0.82 ,,,,,,,,,,,
,,Syrian Arab Republic, 85 , 135 , 42 , 54 , 15 , 24 ,,,,,,,, 0.49 , 0.76 , 0.23 , 0.29 , 0.08 , 0.12 ,,,,,,,
,,Turkey," 7,753 "," 7,624 "," 8,737 "," 10,519 "," 9,455 "," 10,764 "," 12,700 "," 13,586 "," 13,584 "," 13,431 ",,,, 11.74 , 11.38 , 12.87 , 15.31 , 13.60 , 15.30 , 17.82 , 18.79 , 18.48 , 17.94 ,,,
,,United Arab Emirates, 434 , 506 , 862 , 971 ,,,,,, 73 , 94 , 69 , 82 , 11.97 , 12.73 , 19.23 , 18.78 ,,,,,, 0.82 , 1.04 , 0.76 , 0.90 
,,Yemen,,, 102 , 27 , 26 , 48 , 41 ,,,,,,,,, 0.50 , 0.13 , 0.12 , 0.22 , 0.18 ,,,,,,
,,State of Palestine*, 126 , 167 , 202 ,,, 83 , 23 , 21 , 24 , 12 ,,,, 3.66 , 4.76 , 5.64 ,,, 2.15 , 0.58 , 0.52 , 0.57 , 0.28 ,,,
Europe,Eastern Europe,Belarus, 30 , 34 , 36 , 23 , 31 , 19 , 16 , 19 , 12 , 6 , 13 , 31 ,, 0.31 , 0.35 , 0.37 , 0.24 , 0.32 , 0.20 , 0.17 , 0.20 , 0.13 , 0.06 , 0.14 , 0.33 ,
,,Bulgaria, 209 , 192 , 190 , 125 , 138 , 127 , 142 , 118 , 77 , 75 , 87 , 95 , 74 , 2.68 , 2.48 , 2.47 , 1.64 , 1.82 , 1.69 , 1.90 , 1.59 , 1.05 , 1.03 , 1.20 , 1.32 , 1.03 
,,Czech Republic, 14 , 15 , 13 , 16 , 15 , 8 , 7 , 10 , 8 , 8 , 11 , 12 , 4 , 0.14 , 0.15 , 0.13 , 0.16 , 0.15 , 0.08 , 0.07 , 0.10 , 0.08 , 0.08 , 0.10 , 0.11 , 0.04 
,,Hungary, 36 , 19 , 7 , 13 , 7 , 11 , 14 , 18 , 12 , 9 , 7 , 3 ,, 0.35 , 0.19 , 0.07 , 0.13 , 0.07 , 0.11 , 0.14 , 0.18 , 0.12 , 0.09 , 0.07 , 0.03 ,
,,Poland, 110 , 117 , 22 , 23 , 25 , 37 , 59 , 26 , 11 , 27 , 445 , 292 , 246 , 0.29 , 0.30 , 0.06 , 0.06 , 0.06 , 0.10 , 0.15 , 0.07 , 0.03 , 0.07 , 1.15 , 0.76 , 0.64 
